uri	name	types	within	lat	long
http://vivo.school.edu/individual/1377748965	Escondido	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.1336	-117.0732
http://vivo.school.edu/individual/1418499808	West Jordan	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Utah	40.6023	-112.001
http://vivo.school.edu/individual/1419851875	Athens	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Georgia	33.9496	-83.3701
http://vivo.school.edu/individual/1432115235	Washington	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	District of Columbia	38.9041	-77.0171
http://vivo.school.edu/individual/1458414250	Oxnard	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.2023	-119.2046
http://vivo.school.edu/individual/1502558251	Corona	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.8624	-117.5639
http://vivo.school.edu/individual/1529203483	High Point	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	35.9855	-79.9902
http://vivo.school.edu/individual/1534940746	Dayton	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Ohio	39.7774	-84.1996
http://vivo.school.edu/individual/1624419176	Seattle	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	47.6205	-122.3509
http://vivo.school.edu/individual/1651872505	Tempe	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.3884	-111.9318
http://vivo.school.edu/individual/1658862358	Bellevue	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	47.5978	-122.1565
http://vivo.school.edu/individual/1703531238	San Bernardino	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.1393	-117.2953
http://vivo.school.edu/individual/171064840	Frisco	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	33.151	-96.8193
http://vivo.school.edu/individual/172390843	Hialeah	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	25.8699	-80.3029
http://vivo.school.edu/individual/1761294392	Alexandria	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Virginia	38.8183	-77.082
http://vivo.school.edu/individual/1775577766	Mobile	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Alabama	30.6684	-88.1002
http://vivo.school.edu/individual/1835282518	Henderson	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Nevada	36.0122	-115.0375
http://vivo.school.edu/individual/1913954549	Yonkers	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	New York	40.9459	-73.8674
http://vivo.school.edu/individual/1964478700	Independence	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Missouri	39.0853	-94.3513
http://vivo.school.edu/individual/1991521874	Boulder	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	40.0175	-105.2797
http://vivo.school.edu/individual/2140252468	Davenport	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Iowa	41.5541	-90.604
http://vivo.school.edu/individual/2224171361	Newark	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	New Jersey	40.7242	-74.1726
http://vivo.school.edu/individual/2258084070	Indianapolis	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Indiana	39.7767	-86.1459
http://vivo.school.edu/individual/2361138336	Joliet	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Illinois	41.5181	-88.1584
http://vivo.school.edu/individual/2373895596	Toledo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Ohio	41.6641	-83.5819
http://vivo.school.edu/individual/241167267	Rialto	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.1118	-117.3883
http://vivo.school.edu/individual/2462439372	Durham	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	35.981	-78.9056
http://vivo.school.edu/individual/2501780635	Cincinnati	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Ohio	39.1399	-84.5064
http://vivo.school.edu/individual/2609197154	Warren	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Michigan	42.4929	-83.025
http://vivo.school.edu/individual/2655826980	North Las Vegas	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Nevada	36.283	-115.0893
http://vivo.school.edu/individual/2669041271	Madison	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Wisconsin	43.0878	-89.4301
http://vivo.school.edu/individual/2701933249	Waco	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	31.5601	-97.186
http://vivo.school.edu/individual/2760389568	Carolina	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Puerto Rico	18.381	-65.957
http://vivo.school.edu/individual/2825087831	West Palm Beach	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	26.7483	-80.1266
http://vivo.school.edu/individual/2836854420	Antioch	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.9775	-121.7976
http://vivo.school.edu/individual/2868665341	Lincoln	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Nebraska	40.809	-96.6804
http://vivo.school.edu/individual/2904574350	Long Beach	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.8091	-118.1553
http://vivo.school.edu/individual/2936129424	Rochester	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Minnesota	44.0154	-92.4772
http://vivo.school.edu/individual/2973458699	Waterbury	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Connecticut	41.5585	-73.0367
http://vivo.school.edu/individual/3005705945	Clearwater	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	27.9795	-82.7663
http://vivo.school.edu/individual/3044957346	Miami Gardens	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	25.9489	-80.2436
http://vivo.school.edu/individual/3096552200	Carrollton	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.9884	-96.8998
http://vivo.school.edu/individual/3163697429	Santa Clara	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.3646	-121.9679
http://vivo.school.edu/individual/3200099588	Bridgeport	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Connecticut	41.1874	-73.1957
http://vivo.school.edu/individual/3202254249	Thousand Oaks	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.1933	-118.8742
http://vivo.school.edu/individual/3233536063	West Valley City	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Utah	40.6885	-112.0118
http://vivo.school.edu/individual/3248325876	Ann Arbor	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Michigan	42.2756	-83.7313
http://vivo.school.edu/individual/3289835508	Charlotte	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	35.2087	-80.8307
http://vivo.school.edu/individual/3338883434	Columbia	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Missouri	38.9479	-92.3261
http://vivo.school.edu/individual/338334941	Spokane	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	47.6736	-117.4166
http://vivo.school.edu/individual/3404850411	Downey	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.9382	-118.1309
http://vivo.school.edu/individual/3499934445	Sunnyvale	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.3858	-122.0263
http://vivo.school.edu/individual/3499957221	Ontario	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.0395	-117.6088
http://vivo.school.edu/individual/3528041944	Cary	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	35.7821	-78.8141
http://vivo.school.edu/individual/3528600136	Stamford	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Connecticut	41.0799	-73.546
http://vivo.school.edu/individual/3541762862	Port St. Lucie	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	27.281	-80.3838
http://vivo.school.edu/individual/3568944010	Pittsburgh	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Pennsylvania	40.4398	-79.9766
http://vivo.school.edu/individual/361430505	Baltimore	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Maryland	39.3002	-76.6105
http://vivo.school.edu/individual/3639784891	Santa Rosa	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	38.4468	-122.7061
http://vivo.school.edu/individual/3663757509	Wichita	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Kansas	37.6907	-97.3427
http://vivo.school.edu/individual/3672875471	Miramar	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	25.977	-80.3358
http://vivo.school.edu/individual/3677198307	Sterling Heights	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Michigan	42.5812	-83.0303
http://vivo.school.edu/individual/3712188294	Oakland	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.7699	-122.2256
http://vivo.school.edu/individual/3764814631	Tucson	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	32.1543	-110.8711
http://vivo.school.edu/individual/3854357846	San Francisco	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.7751	-122.4193
http://vivo.school.edu/individual/3870066966	Grand Prairie	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.6842	-97.021
http://vivo.school.edu/individual/3872903623	Phoenix	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.5722	-112.088
http://vivo.school.edu/individual/3873462505	Fargo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Dakota	46.8652	-96.829
http://vivo.school.edu/individual/387668109	Oklahoma City	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oklahoma	35.4671	-97.5137
http://vivo.school.edu/individual/3897858313	Newport News	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Virginia	37.076	-76.5217
http://vivo.school.edu/individual/3905958668	Huntsville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Alabama	34.7843	-86.539
http://vivo.school.edu/individual/3910290067	Elk Grove	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	38.4144	-121.3849
http://vivo.school.edu/individual/3996845428	Coral Springs	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	26.2708	-80.2593
http://vivo.school.edu/individual/4073046212	Victorville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.5277	-117.3536
http://vivo.school.edu/individual/4073507608	Charleston	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	South Carolina	32.8179	-79.9589
http://vivo.school.edu/individual/4135667386	Inglewood	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.9561	-118.3443
http://vivo.school.edu/individual/4153480226	Kent	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	47.3853	-122.2169
http://vivo.school.edu/individual/4160294944	Jackson	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Mississipi	32.3158	-90.2128
http://vivo.school.edu/individual/4163402642	Odessa	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	31.8804	-102.3434
http://vivo.school.edu/individual/4164078460	Peoria	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.7877	-112.3111
http://vivo.school.edu/individual/4167443820	New York City	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	New York	40.6643	-73.9385
http://vivo.school.edu/individual/4177773942	Glendale	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.5331	-112.1899
http://vivo.school.edu/individual/4186168396	New Orleans	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Louisiana	30.0686	-89.939
http://vivo.school.edu/individual/4222004017	Gilbert	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.3102	-111.7422
http://vivo.school.edu/individual/42570644	Centennial	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	39.5906	-104.8691
http://vivo.school.edu/individual/4283168819	Hartford	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Connecticut	41.766	-72.6833
http://vivo.school.edu/individual/4296890488	Fullerton	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.8857	-117.928
http://vivo.school.edu/individual/4303640831	Knoxville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	35.9709	-83.9465
http://vivo.school.edu/individual/4352456192	Wichita Falls	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	33.9067	-98.5259
http://vivo.school.edu/individual/4489880380	Portland	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oregon	45.537	-122.65
http://vivo.school.edu/individual/450575309	El Paso	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	31.8484	-106.427
http://vivo.school.edu/individual/4512225208	Westminster	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	39.8822	-105.0644
http://vivo.school.edu/individual/4550618268	Norman	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oklahoma	35.2406	-97.3453
http://vivo.school.edu/individual/45862700	Corpus Christi	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	27.7543	-97.1734
http://vivo.school.edu/individual/4592547501	Chattanooga	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	35.0665	-85.2471
http://vivo.school.edu/individual/4596648121	Cleveland	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Ohio	41.4781	-81.6795
http://vivo.school.edu/individual/4602310604	Colorado Springs	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	38.8673	-104.7607
http://vivo.school.edu/individual/4649920832	Pompano Beach	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	26.2426	-80.129
http://vivo.school.edu/individual/4698870108	South Bend	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Indiana	41.6769	-86.269
http://vivo.school.edu/individual/472859945	Hayward	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.6281	-122.1063
http://vivo.school.edu/individual/4734165530	Gainesville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	29.6788	-82.3459
http://vivo.school.edu/individual/4750427675	Pembroke Pines	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	26.0212	-80.3404
http://vivo.school.edu/individual/4785761433	Buffalo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	New York	42.8925	-78.8597
http://vivo.school.edu/individual/4787288958	Miami	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	25.7752	-80.2086
http://vivo.school.edu/individual/4814069853	Chandler	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.2829	-111.8549
http://vivo.school.edu/individual/4902804673	Vallejo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	38.1079	-122.2639
http://vivo.school.edu/individual/4952079886	Salinas	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	36.6902	-121.6337
http://vivo.school.edu/individual/4966043613	Baton Rouge	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Louisiana	30.4485	-91.1259
http://vivo.school.edu/individual/4984841773	Richardson	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.9723	-96.7081
http://vivo.school.edu/individual/5078358566	Stockton	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.9763	-121.3133
http://vivo.school.edu/individual/508013004	Clarksville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	36.5664	-87.3452
http://vivo.school.edu/individual/508049657	Laredo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	27.5477	-99.4869
http://vivo.school.edu/individual/5159539011	Scottsdale	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Arizona	33.6687	-111.8237
http://vivo.school.edu/individual/5232330778	Providence	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Rhode Island	41.8231	-71.4188
http://vivo.school.edu/individual/5253810657	McAllen	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	26.2185	-98.2461
http://vivo.school.edu/individual/5272548969	San Jose	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.2969	-121.8193
http://vivo.school.edu/individual/5274350332	Mesquite	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.7639	-96.5924
http://vivo.school.edu/individual/5375648494	Round Rock	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	30.5237	-97.6674
http://vivo.school.edu/individual/5428781084	Everett	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	48.0033	-122.1742
http://vivo.school.edu/individual/5437832045	Brownsville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	26.0183	-97.4538
http://vivo.school.edu/individual/5525784336	Tallahassee	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	30.4551	-84.2534
http://vivo.school.edu/individual/5647956171	Nashville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	36.1718	-86.785
http://vivo.school.edu/individual/5680456181	Grand Rapids	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Michigan	42.9612	-85.6556
http://vivo.school.edu/individual/5687847290	Hollywood	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Florida	26.0311	-80.1646
http://vivo.school.edu/individual/5713889962	Tacoma	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	47.2522	-122.4598
http://vivo.school.edu/individual/5723846574	Roseville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	38.7657	-121.3032
http://vivo.school.edu/individual/5764914094	Irving	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.8577	-96.97
http://vivo.school.edu/individual/5857135166	Glendale	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.1814	-118.2458
http://vivo.school.edu/individual/586904767	Thornton	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	39.918	-104.9454
http://vivo.school.edu/individual/5884071434	Worcester	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Massachusetts	42.2695	-71.8078
http://vivo.school.edu/individual/5888947905	Amarillo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	35.1978	-101.8287
http://vivo.school.edu/individual/5889321596	Santa Ana	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.7365	-117.8826
http://vivo.school.edu/individual/5902255886	Bayamon	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Puerto Rico	18.399	-66.156
http://vivo.school.edu/individual/5919689033	Carlsbad	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.1239	-117.2828
http://vivo.school.edu/individual/593339900	Memphis	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	35.1035	-89.9785
http://vivo.school.edu/individual/5945550118	Rochester	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	New York	43.1699	-77.6169
http://vivo.school.edu/individual/5955454492	Murfreesboro	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Tennessee	35.8522	-86.4161
http://vivo.school.edu/individual/5995255670	Arlington	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	32.7007	-97.1247
http://vivo.school.edu/individual/6096370558	Minneapolis	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Minnesota	44.9633	-93.2683
http://vivo.school.edu/individual/6123345692	Fayetteville	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	35.0851	-78.9803
http://vivo.school.edu/individual/6144923887	Temecula	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.5019	-117.1246
http://vivo.school.edu/individual/6163777630	Montgomery	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Alabama	32.3463	-86.2686
http://vivo.school.edu/individual/6255011088	New Haven	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Connecticut	41.3108	-72.925
http://vivo.school.edu/individual/626093166	Broken Arrow	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oklahoma	36.0365	-95.781
http://vivo.school.edu/individual/6266739982	Savannah	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Georgia	32.0025	-81.1536
http://vivo.school.edu/individual/6335089157	Springfield	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Missouri	37.1942	-93.2913
http://vivo.school.edu/individual/6353042059	Des Moines	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Iowa	41.5739	-93.6167
http://vivo.school.edu/individual/6371645077	Springfield	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Illinois	39.7639	-89.6708
http://vivo.school.edu/individual/6404085520	Garden Grove	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.7788	-117.9605
http://vivo.school.edu/individual/6405436230	Vancouver	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Washington	45.6372	-122.5965
http://vivo.school.edu/individual/6427320807	Murrieta	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	33.5719	-117.1907
http://vivo.school.edu/individual/643647618	Springfield	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Massachusetts	42.1155	-72.54
http://vivo.school.edu/individual/644947315	Lancaster	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.6936	-118.1753
http://vivo.school.edu/individual/6449593919	Greensboro	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	North Carolina	36.0965	-79.8271
http://vivo.school.edu/individual/6521877824	Virginia Beach	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Virginia	36.7793	-76.024
http://vivo.school.edu/individual/654527671	Salt Lake City	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Utah	40.7785	-111.9314
http://vivo.school.edu/individual/6553781081	North Charleston	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	South Carolina	32.8853	-80.0169
http://vivo.school.edu/individual/6554894585	Salem	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oregon	44.9237	-123.0231
http://vivo.school.edu/individual/6618437541	Fremont	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	37.4944	-121.9411
http://vivo.school.edu/individual/6657762574	Simi Valley	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	California	34.2669	-118.7485
http://vivo.school.edu/individual/6682538766	Allentown	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Pennsylvania	40.594	-75.4782
http://vivo.school.edu/individual/6694491148	Killeen	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	31.0777	-97.732
http://vivo.school.edu/individual/6714525847	Pueblo	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	38.2731	-104.6124
http://vivo.school.edu/individual/6714739681	Columbus	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Georgia	32.5102	-84.8749
http://vivo.school.edu/individual/6738384873	Tulsa	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Oklahoma	36.1279	-95.9023
http://vivo.school.edu/individual/6743743748	Chicago	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Illinois	41.8376	-87.6818
http://vivo.school.edu/individual/6773350532	Lakewood	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Colorado	39.6989	-105.1176
http://vivo.school.edu/individual/6795769335	Overland Park	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Kansas	38.889	-94.6906
http://vivo.school.edu/individual/6828094823	Austin	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Texas	30.3072	-97.756
http://vivo.school.edu/individual/6830353835	Ponce	loc;city;region;thing;geopol;bfo141;bfo1;bfo2;geo;bfo4;bfo6	Puerto Rico	18.011	-66.614
