uri	city	type	name	zip	url	address1	address2	within	isni	abbreviation	phone	state	photo	overview	email	successor
http://vivo.ufl.edu/individual/n108003		agent;thing;academicdepartment;department;org;uf	Astronomy		http://www.astro.ufl.edu/			http://vivo.ufl.edu/individual/n8858828					_main_image_Astronomy.jpg	<p>The goal of the UF Department of Astronomy is to become one of the top 10 public astronomy departments in the United States. Thanks to strong support from the University, outstanding faculty and strong international collaborations, we are well on our way to achieving this goal. We have partnered with astronomers in Spain and Mexico to build the world's largest optical telescope, the GTC. This 10.4-meter telescope has been constructed in the Canary Islands and has begun operation in 2009. The superb image quality allows the GTC to "see" both the faintest and the most distant objects in the universe, from nearby, newborn planets and stars, to the most distant galaxies.</p>  <p>The formation and evolution of planets, stars and galaxies is the major unifying research theme of our department, and we are pursuing that theme through related observational, theoretical and instrumentation research programs. Our partnership with Spain and Mexico has led to the development of new instruments that will be used to achieve the research goals of the department, such as CanariCam, FRIDA (Infrared Adaptive Optics Integral Field Unit) and CIRCE (Canarias Infrared Camera Experiment). UF astronomers are also partners in GOYA, a major near-infrared spectroscopic survey to be carried out on the GTC to study galaxy formation and evolution. In addition, UF has implemented a very successful program to bring Spanish graduate students and young postdocs to acquire expertise in astronomical research and, in particular, astronomical instrumentation.</p>  <p>In the coming years, the Department of Astronomy is continuing to grow and broaden the research opportunities at the University of Florida. Several key initiatives are already underway. For instance, UF is playing a key role in the development of instrumentation for the proposed $1-billion Thirty Meter Telescope (TMT) project. A team of nine UF faculty, led by Professor Stephen Eikenberry, have been competitively selected to develop detailed scientific observation simulations and designs for the top-priority science instrument on TMT, the InfraRed Multi-Object Spectrograph (IRMOS). IRMOS will be the workhorse spectrograph for TMT, and will be the world's most powerful tool for investigating many astrophysical phenomena, including "Cosmic Dawn," the birth of the first stars after the Big Bang. At the other end of the research spectrum, Professor Jian Ge and Professor Eric Ford are leading the next steps in planet searching with the All-Sky Extra-Solar Planet Survey (ASEPS). ASEPS will use a number of Exoplanet Tracker instruments developed at UF to find hundreds to thousands of new planets around nearby stars, revolutionizing this area of study.</p>  <p>Through our programs, partnerships and future endeavors, the University of Florida's Astronomy Department is on an upward trajectory of distinction that we believe is limited only by our imagination.</p>  <p>&nbsp;</p>		
http://vivo.ufl.edu/individual/n108182		agent;thing;academicdepartment;department;org;uf	Philosophy		http://web.phil.ufl.edu/			http://vivo.ufl.edu/individual/n8858828						<p>What is Philosophy?</p>  <p>Philosophy addresses foundational questions. These are questions the answers to which inform our basic understanding of one or another domain of inquiry, or some fundamental aspect of the world or ourselves or our relation to the world. Philosophical inquiry is therefore not restricted to any particular subject matter. In this respect, it is different from every other subject studied at the university. What characterizes a philosophical question is not what it is about, but at what level it is pitched. The best way to give a sense of this is to consider some examples.</p>  <p>Some of the simplest questions we ask about things are also the most fundamental and the most difficult to answer. For example, in the philosophy of time, one of the simplest, yet most puzzling questions, is &lsquo;What is time?&rsquo; St. Augustine gives a lively sense of the difficulties in the&nbsp;<i>Confessions</i>&nbsp;when he says,</p>  <p>What then is time? If no one asks me, I know: if I wish to explain it to one that asketh, I know not.</p>  <p>There are many things we say about time: that time is ordered, that there are past, present and future times, that time passes, that where there is no passage of time, there is no change, and so on. But many things are ordered, spatial points, for example. Talk of the past, present or future already evidently presupposes an understanding of time. Talk of the passage of time provides no insight because it employs a metaphor of motion which cannot be taken literally. While a cart may pass by, it makes no literal sense to say time does because it does not move. One may live through interesting times, but not in the way one passes through a landscape. Change is intimately bound up with time, but the passage of time is not the only thing necessary for change, for where there are no things there is no change either, though things that change are not times. Change takes place in time, but not in time in the way a change may take place in a room or in an object. The more one thinks about time, the more puzzling it becomes. It is a deep question, what time is, though it takes but three words to ask it.</p>  <p>To say that philosophy addresses foundational questions is not to say that other subjects don&rsquo;t. For example, &lsquo;What is time?&rsquo; is also a question of some importance in the foundations of physics. Foundational questions can be raised in any discipline. When the questions go deep enough, they are philosophical in character. The questions go deep enough when their answers fix at least in part the range of variation of empirical theories still recognizably about a subject matter. When one asks foundational questions, the usual methods of a discipline for answering questions in the domain of study are often of little help. This is because the usual methods typically presuppose answers to various foundational questions and so can&rsquo;t be used when one is addressing them. Philosophy is the only discipline as such which is concerned with general methods for addressing foundational questions.</p>  <p>Though foundational questions arise in every particular discipline taught at the university, not every foundational question falls in the domain of one of the disciplinary subjects. This is often because they cut across disciplines or cannot be easily located in the usual taxonomy of university subjects. These are the sole province of philosophy. For example, the three fundamental questions of the theory of knowledge, &lsquo;What is knowledge?&rsquo;, &lsquo;What do we know?&rsquo;, &ldquo;How do we know it?&rsquo;, are not the province of any particular disciplinary subject matter. Every particular subject, physics, biology, history, psychology, linguistics, and so on, aims at knowledge of its domain, presupposes that we have knowledge of some things in it, and that there are methods for acquiring more. But the study of knowledge in general falls outside the scope of any of them. This is not to say that the study of knowledge, what we know, and how we know it, is not important in the various disciplinary subjects, but that when one turns to study it, one is not studying something specific to the discipline. One is no longer just doing physics, biology, history, etc. Similarly, the basic question of ethics, &lsquo;How ought one to live?&rsquo;, does not fall in the domain of any disciplinary subject. Yet it is a most fundamental and urgent question, which scarcely any reflective person can get through life without asking at some point. And it is, like many philosophical questions, a peculiarly difficult one. You cannot answer it by seeing how people do live. For there is no inconsistency in living in a way one ought not to, and, indeed, for most or even all people not living in the way they ought to live. In answer to it, we want a norm or ideal which we can hold up to ourselves a guide for life, a standard to aspire to and which can provide a correction if we are off course. The attempt to understand this question leads to many others. For example, what is the difference between a normative and a descriptive claim? What is morality? What is the source and power of its claims upon us? How is it balanced against other considerations? What is the role of reason in answering the question what one ought to do? Is it an objective matter or in some sense subjective?</p>  <p>While these are only some of the many questions that are addressed in philosophy, they are characteristic of the kinds of questions that philosophy asks. Philosophy has a long history and the discussion of many of these basic questions has a long history as well, and their discussion has come to have a formidable sophistication&mdash;as in any subject with a long intellectual history in response to its basic questions. But the starting points are immediately accessible, and the method has been the application all the powers that reason can bring to bear and improve upon through critical reflection. We may sum it up then by saying that philosophy is the systematic application of reason to the most fundamental questions across the entire range of human inquiry.</p>  <p>Philosophy then is one the purest and at the same time one of the broadest of the intellectual disciplines. Its concerns are abstract, general, and fundamental. It has connections with all other subjects both because it is concerned with their foundational issues and because it is concerned with foundational issues that cut across all of them, and indeed with foundational issues with human life in general. While not an easy subject, it is both tremendously valuable and rewarding. It tends to attract students who cannot help asking themselves basic questions about things that most people take it that they understand without having given them any thought. If you study philosophy seriously for any length of time, it changes how you think about everything. The world grows both more complex and simpler.</p>  <p>The traditional divisions of philosophy are these: ethics, logic, epistemology (the theory of knowledge), metaphysics, and the history of philosophy. Ethics we have characterized above as the study, most generally, of what one ought to do. Logic is the study of valid argumentation, and so a methodological study. Epistemology is the study of knowledge and related matters. Metaphysics is a kind of catchall category for much of the rest of philosophy, but includes centrally the study of ontology, that is, of what things there are and their natures at the most general level, for example, events, objects, abstract and concrete, universal and particular, states of affairs,&nbsp;<i>possibilia</i>, and the like. It also includes the study of general notions such as those of identity, truth, causation, space and time, necessity and possibility, and various sub-disciplines such as the philosophy of language and the philosophy of mind. The history of philosophy bears a special relation to philosophy in that a proper and deep understanding of the history of discussion of philosophical problems is important for a proper understanding of their contemporary treatment. There are many more areas of philosophy, for example, the philosophy of science, aesthetics, social philosophy, and the philosophy of mathematics. There are many interconnections between all of these areas as well, as the study of really fundamental questions in any area is apt raise questions in others. For example, just about every philosophical inquiry will at some point run up against fundamental questions in epistemology.</p>  <p>A more extended discussion of philosophy and its nature, origins and divisions, can be found in section 1 of the&nbsp;<a href="http://vivo.ufl.edu/ugmhbk.html">Philosophy Majors Handbook</a>.</p>  <p><br /> <!--[if !supportLineBreakNewLine]--><br /> <!--[endif]--></p>  <p><i>Prepared by the&nbsp;<a href="http://web.phil.ufl.edu/">Philosophy Department</a>&nbsp;at the University of Florida. &copy; 2007</i>&nbsp;</p>  <p>&nbsp;</p>		
http://vivo.ufl.edu/individual/n108922		program;thing;uf;agent;org	CTSI Transformational Programs					http://vivo.ufl.edu/individual/n8763427								
http://vivo.ufl.edu/individual/n1107886012		agent;thing;academicdepartment;department;org;uf	Mathematics		http://www.math.ufl.edu/			http://vivo.ufl.edu/individual/n8858828								
http://vivo.ufl.edu/individual/n110893		group;agent;thing;committee;org;uf	Board of Trustees					http://vivo.ufl.edu/individual/n1278130								
http://vivo.ufl.edu/individual/n110924		program;thing;uf;agent;org	Environmental and Land Use Law Program					http://vivo.ufl.edu/individual/n466111								
http://vivo.ufl.edu/individual/n111355		serviceprovidinglaboratory;corelaboratory;agent;thing;org;laboratory;uf	CTSI Human Imaging Core		http://www.ctsi.ufl.edu/research/laboratory-services/human-imaging-core/			http://vivo.ufl.edu/individual/n9005							&nbsp;songlai@ufl.edu	
http://vivo.ufl.edu/individual/n111932810		thing;uf;division;agent;org	Operative Division					http://vivo.ufl.edu/individual/n243222								
http://vivo.ufl.edu/individual/n111977		agent;thing;academicdepartment;department;org;uf	Neuroscience		http://neuroscience.ufl.edu/			http://vivo.ufl.edu/individual/n166017								
http://vivo.ufl.edu/individual/n112585		department;thing;uf;agent;org	UF Health Communications		https://ufandshands.org/news			http://vivo.ufl.edu/individual/n1278114								
http://vivo.ufl.edu/individual/n113310		department;thing;uf;agent;org	Office of the Vice President and Chief Information Officer					http://vivo.ufl.edu/individual/n125362								
http://vivo.ufl.edu/individual/n113334		thing;uf;agent;clinicalorganization;org	UF Health - Dupont Station					http://vivo.ufl.edu/individual/n27238								
http://vivo.ufl.edu/individual/n113435		thing;uf;center;agent;org	Center for Mammalian Genetics		http://cmg.health.ufl.edu/											
http://vivo.ufl.edu/individual/n11359		thing;uf;publisher;agent;org	University Press of Florida					http://vivo.ufl.edu/individual/n765319								
http://vivo.ufl.edu/individual/n1137474444		department;thing;uf;agent;org	Police Department		http://police.ufl.edu/			http://vivo.ufl.edu/individual/n16495					ufpd-logo.jpg			
http://vivo.ufl.edu/individual/n113856		department;thing;uf;agent;org	Software Licensing Services		http://software.ufl.edu			http://vivo.ufl.edu/individual/n203634								
http://vivo.ufl.edu/individual/n114048		thing;uf;center;agent;org	Shimberg Center for Affordable Housing		http://www.shimberg.ufl.edu/			http://vivo.ufl.edu/individual/n1378991289								
http://vivo.ufl.edu/individual/n1146765611	Gainesville	department;thing;uf;agent;org	Department of Student Activities and Involvement	32611-8505	https://www.studentinvolvement.ufl.edu/	300 J. Wayne Reitz Union	P.O. Box 118505	http://vivo.ufl.edu/individual/n466126				Florida				
http://vivo.ufl.edu/individual/n115440		thing;uf;agent;clinicalorganization;org	UF Health - Brentwood					http://vivo.ufl.edu/individual/n27238								
http://vivo.ufl.edu/individual/n115472		thing;uf;agent;clinicalorganization;org	UF Health - Callahan					http://vivo.ufl.edu/individual/n27238								
http://vivo.ufl.edu/individual/n116456		serviceprovidinglaboratory;corelaboratory;agent;thing;org;laboratory;uf	IFAS Environmental Water Quality Laboratory		http://arl.ifas.ufl.edu/EWQL%20Home.asp			http://vivo.ufl.edu/individual/n4777238								
http://vivo.ufl.edu/individual/n116517		agent;thing;academicdepartment;department;org;uf	Neurology - Jacksonville		http://www.hscj.ufl.edu/neurology/			http://vivo.ufl.edu/individual/n205954								
http://vivo.ufl.edu/individual/n116854		program;thing;uf;agent;org	Pallidotomy Clinical Research Program					http://vivo.ufl.edu/individual/n41665								
http://vivo.ufl.edu/individual/n116952		thing;uf;agent;clinicalorganization;org	UF Health Dialysis Center					http://vivo.ufl.edu/individual/n127342								
http://vivo.ufl.edu/individual/n117133		serviceprovidinglaboratory;corelaboratory;agent;thing;org;laboratory;uf	Aquatic Pathobiology Laboratories		http://aquaticpath.phhp.ufl.edu/			http://vivo.ufl.edu/individual/n8858863								
http://vivo.ufl.edu/individual/n117336		program;thing;uf;agent;org	UF SpineCare					http://vivo.ufl.edu/individual/n410167								
http://vivo.ufl.edu/individual/n117737		thing;uf;center;agent;org	Agricultural Law Center		http://www.fred.ifas.ufl.edu/aglawcenter/			http://vivo.ufl.edu/individual/n4777238								
http://vivo.ufl.edu/individual/n118596		thing;uf;agent;clinicalorganization;org	UF Health - Emerson					http://vivo.ufl.edu/individual/n27238								
http://vivo.ufl.edu/individual/n118597		agent;thing;academicdepartment;department;org;uf	Sociology and Criminology & Law		http://soccrim.clas.ufl.edu/			http://vivo.ufl.edu/individual/n8858828						<p>Welcome to the Department of Sociology and Criminology &amp; Law! We are a thriving department with over 1,000 undergraduate majors and 100 graduate students. Our faculty are internationally known for their research in the areas of families, gender, and sexualities; health, aging, and the life course; environmental and resource sociology; race and ethnicity; criminology and criminal justice; and psychology and law. We take great pride in the fact that our faculty are involved in interdisciplinary research projects that span nearly of all of the University&rsquo;s colleges and academic programs, including: the School of Natural Resources and the Environment, the Water Institute, the Emerging Pathogens Institute, the Center for Latin American Studies, the Center for European Studies, the Center for Women&rsquo;s Studies and Gender Research, the Health Science Center, and the Jewish Studies Center. Wherever you go on campus, you will most likely find at least one Sociologist or Criminologist from our department making major contributions.&nbsp;</p>		
http://vivo.ufl.edu/individual/n118770		department;thing;uf;agent;org	Treasury Management					http://vivo.ufl.edu/individual/n98138								
http://vivo.ufl.edu/individual/n1191375285		agent;thing;academicdepartment;department;org;uf	Biostatistics		http://biostat.ufl.edu/			http://vivo.ufl.edu/individual/n987230;http://vivo.ufl.edu/individual/n166017								
http://vivo.ufl.edu/individual/n119143		thing;uf;center;agent;org	Center for the Study of Emotion and Attention		http://csea.phhp.ufl.edu/			http://vivo.ufl.edu/individual/n243217						<p>The NIMH Center for the Study of Emotion &amp; Attention is devoted to studying the behavior and physiology of human emotion, highlighting emotion?s motivational significance for both attention and response mobilization. Guided by a motivational model of emotion, which proposes that an appetitive motive system mediates pleasant affect and a defense motive system mediates unpleasant affects, the Center?s research goals are to elucidate the functions and mechanisms of the defense system, as it determines human fear and anxiety.</p>  <p>The CSEA has been an NIMH Center for Behavioral Science Research since September 1994. Dr. Peter J. Lang is the Center Director, and the main administrative site is located at the University of Florida, Gainesville, FL.</p>  <p>&nbsp;</p>  <p>The broad aim of the Center is to study emotional stimulus processing in all its directly measurable manifestations, i.e., as affective report, behavior, and patterns of expressive physiology (facial, visceral, and neuromuscular), and to understand the relation of these processing measures to functional changes in the brain. An important further aim is to study the interaction of emotional reactivity with attentional demands as attention is modulated by stimulus characteristics, motivational state, and the behavioral and social context. A theoretical model of emotion and motivation, based on neuroscience research with animals, guides analyses of human affect. Connecting links are sought through human electrocortical and brain imaging (fMRI) studies.</p>  <p>&nbsp;</p>  <p>In addition to its own research projects, the Center provides broad services to the field, developing stimulus materials and advancing laboratory technology, training research apprentices, fostering scientific communication, and generally facilitating emotion studies within this country and internationally. The Center investigators have a special concern with translational research in the moving of basic scientific knowledge on emotion into the mental health arena. Thus, there is a subfocus on maladaptive emotional states, characterized by exaggerated intensity or persistence, as in the anxiety disorders, and on the converse condition, apparent deficit in emotional responding, as in psychopathy.</p>  <p>&nbsp;</p>		
http://vivo.ufl.edu/individual/n119212		thing;uf;center;agent;org	Craniofacial Center		http://www.cleft.ufl.edu/			http://vivo.ufl.edu/individual/n43531								
http://vivo.ufl.edu/individual/n1193038		program;thing;uf;agent;org	Spirit Program		http://www.gatorzone.com/spirit			http://vivo.ufl.edu/individual/n53372								
http://vivo.ufl.edu/individual/n119830		foundation;fundingorganization;agent;thing;org;uf	University of Florida Research Foundation		http://research.ufl.edu/ufrf.html			http://vivo.ufl.edu/individual/n466117		UFRF						
http://vivo.ufl.edu/individual/n11993		program;thing;uf;agent;org	Leisure Courses		https://www.union.ufl.edu/leisure/secure/			http://vivo.ufl.edu/individual/n18508								
