date	uri	precision
1970-02-27T00:00:00	http://vivo.school.edu/individual/n5845911463	ymd
1970-02-28T00:00:00	http://vivo.school.edu/individual/n3069469683	ymd
1970-03-01T00:00:00	http://vivo.school.edu/individual/n2383200587	ym
1970-03-01T00:00:00	http://vivo.school.edu/individual/n7987168919	ymd
1970-03-02T00:00:00	http://vivo.school.edu/individual/n578973853	ymd
1970-03-03T00:00:00	http://vivo.school.edu/individual/n9287979097	ymd
1970-03-04T00:00:00	http://vivo.school.edu/individual/n932350062	ymd
1970-03-05T00:00:00	http://vivo.school.edu/individual/n4555707783	ymd
1970-03-06T00:00:00	http://vivo.school.edu/individual/n5140830407	ymd
1970-03-07T00:00:00	http://vivo.school.edu/individual/n2293700514	ymd
1970-03-08T00:00:00	http://vivo.school.edu/individual/n1596058890	ymd
1970-03-09T00:00:00	http://vivo.school.edu/individual/n9477415873	ymd
1970-03-10T00:00:00	http://vivo.school.edu/individual/n8932196139	ymd
1970-03-11T00:00:00	http://vivo.school.edu/individual/n2127956691	ymd
1970-03-12T00:00:00	http://vivo.school.edu/individual/n7057249998	ymd
1970-03-13T00:00:00	http://vivo.school.edu/individual/n1373544926	ymd
1970-03-14T00:00:00	http://vivo.school.edu/individual/n9467435438	ymd
1970-03-15T00:00:00	http://vivo.school.edu/individual/n4020762551	ymd
1970-03-16T00:00:00	http://vivo.school.edu/individual/n4263824781	ymd
1970-03-17T00:00:00	http://vivo.school.edu/individual/n1692714546	ymd
1970-03-18T00:00:00	http://vivo.school.edu/individual/n25444579	ymd
1970-03-19T00:00:00	http://vivo.school.edu/individual/n7813626481	ymd
1970-03-20T00:00:00	http://vivo.school.edu/individual/n9531805771	ymd
1970-03-21T00:00:00	http://vivo.school.edu/individual/n534108120	ymd
1970-03-22T00:00:00	http://vivo.school.edu/individual/n5461226051	ymd
1970-03-23T00:00:00	http://vivo.school.edu/individual/n1704244939	ymd
1970-03-24T00:00:00	http://vivo.school.edu/individual/n6690070428	ymd
1970-03-25T00:00:00	http://vivo.school.edu/individual/n5023602302	ymd
1970-03-26T00:00:00	http://vivo.school.edu/individual/n2105583499	ymd
1970-03-27T00:00:00	http://vivo.school.edu/individual/n6384707804	ymd
1970-03-28T00:00:00	http://vivo.school.edu/individual/n335099431	ymd
1970-03-29T00:00:00	http://vivo.school.edu/individual/n1856076382	ymd
1970-03-30T00:00:00	http://vivo.school.edu/individual/n9903405268	ymd
1970-03-31T00:00:00	http://vivo.school.edu/individual/n7713881786	ymd
1970-04-01T00:00:00	http://vivo.school.edu/individual/n2362791234	ymd
1970-04-01T00:00:00	http://vivo.school.edu/individual/n2986990213	ym
1970-04-02T00:00:00	http://vivo.school.edu/individual/n49274644	ymd
1970-04-03T00:00:00	http://vivo.school.edu/individual/n1421784440	ymd
1970-04-04T00:00:00	http://vivo.school.edu/individual/n9387664477	ymd
1970-04-05T00:00:00	http://vivo.school.edu/individual/n5533612924	ymd
1970-04-06T00:00:00	http://vivo.school.edu/individual/n4466859087	ymd
1970-04-07T00:00:00	http://vivo.school.edu/individual/n4840447173	ymd
1970-04-08T00:00:00	http://vivo.school.edu/individual/n1620774298	ymd
1970-04-09T00:00:00	http://vivo.school.edu/individual/n2759307078	ymd
1970-04-10T00:00:00	http://vivo.school.edu/individual/n7792670295	ymd
1970-04-11T00:00:00	http://vivo.school.edu/individual/n5772622563	ymd
1970-04-12T00:00:00	http://vivo.school.edu/individual/n585447317	ymd
1970-04-13T00:00:00	http://vivo.school.edu/individual/n1707292902	ymd
1970-04-14T00:00:00	http://vivo.school.edu/individual/n6039462890	ymd
1970-04-15T00:00:00	http://vivo.school.edu/individual/n2249211485	ymd
1970-04-16T00:00:00	http://vivo.school.edu/individual/n5617496623	ymd
1970-04-17T00:00:00	http://vivo.school.edu/individual/n3977889841	ymd
1970-04-18T00:00:00	http://vivo.school.edu/individual/n1418923706	ymd
1970-04-19T00:00:00	http://vivo.school.edu/individual/n4677633563	ymd
1970-04-20T00:00:00	http://vivo.school.edu/individual/n6259252310	ymd
1970-04-21T00:00:00	http://vivo.school.edu/individual/n3124826511	ymd
1970-04-22T00:00:00	http://vivo.school.edu/individual/n1653316082	ymd
1970-04-23T00:00:00	http://vivo.school.edu/individual/n3396752102	ymd
1970-04-24T00:00:00	http://vivo.school.edu/individual/n4599268934	ymd
1970-04-25T00:00:00	http://vivo.school.edu/individual/n3638970991	ymd
1970-04-26T00:00:00	http://vivo.school.edu/individual/n9113920009	ymd
1970-04-27T00:00:00	http://vivo.school.edu/individual/n6277498913	ymd
1970-04-28T00:00:00	http://vivo.school.edu/individual/n9440676655	ymd
1970-04-29T00:00:00	http://vivo.school.edu/individual/n2123854515	ymd
1970-04-30T00:00:00	http://vivo.school.edu/individual/n8951160758	ymd
1970-05-01T00:00:00	http://vivo.school.edu/individual/n2786123217	ymd
1970-05-01T00:00:00	http://vivo.school.edu/individual/n5967810798	ym
1970-05-02T00:00:00	http://vivo.school.edu/individual/n8626193224	ymd
1970-05-03T00:00:00	http://vivo.school.edu/individual/n3849682371	ymd
1970-05-04T00:00:00	http://vivo.school.edu/individual/n3126634342	ymd
1970-05-05T00:00:00	http://vivo.school.edu/individual/n4665831078	ymd
1970-05-06T00:00:00	http://vivo.school.edu/individual/n1689829527	ymd
1970-05-07T00:00:00	http://vivo.school.edu/individual/n293651447	ymd
1970-05-08T00:00:00	http://vivo.school.edu/individual/n4341923337	ymd
1970-05-09T00:00:00	http://vivo.school.edu/individual/n3557306936	ymd
1970-05-10T00:00:00	http://vivo.school.edu/individual/n5584579163	ymd
1970-05-11T00:00:00	http://vivo.school.edu/individual/n5794603126	ymd
1970-05-12T00:00:00	http://vivo.school.edu/individual/n4005703732	ymd
1970-05-13T00:00:00	http://vivo.school.edu/individual/n4620799949	ymd
1970-05-14T00:00:00	http://vivo.school.edu/individual/n751825161	ymd
1970-05-15T00:00:00	http://vivo.school.edu/individual/n2962188429	ymd
1970-05-16T00:00:00	http://vivo.school.edu/individual/n341695571	ymd
1970-05-17T00:00:00	http://vivo.school.edu/individual/n3903579489	ymd
1970-05-18T00:00:00	http://vivo.school.edu/individual/n6010565722	ymd
1970-05-19T00:00:00	http://vivo.school.edu/individual/n751712741	ymd
1970-05-20T00:00:00	http://vivo.school.edu/individual/n161503764	ymd
1970-05-21T00:00:00	http://vivo.school.edu/individual/n9997675197	ymd
1970-05-22T00:00:00	http://vivo.school.edu/individual/n2993276165	ymd
1970-05-23T00:00:00	http://vivo.school.edu/individual/n8135582595	ymd
1970-05-24T00:00:00	http://vivo.school.edu/individual/n2030759758	ymd
1970-05-25T00:00:00	http://vivo.school.edu/individual/n6957412472	ymd
1970-05-26T00:00:00	http://vivo.school.edu/individual/n3737853998	ymd
1970-05-27T00:00:00	http://vivo.school.edu/individual/n416765596	ymd
1970-05-28T00:00:00	http://vivo.school.edu/individual/n2945391927	ymd
1970-05-29T00:00:00	http://vivo.school.edu/individual/n2934736795	ymd
1970-05-30T00:00:00	http://vivo.school.edu/individual/n4420430124	ymd
1970-05-31T00:00:00	http://vivo.school.edu/individual/n8367061809	ymd
1970-06-01T00:00:00	http://vivo.school.edu/individual/n5170288266	ymd
1970-06-01T00:00:00	http://vivo.school.edu/individual/n6223959517	ym
1970-06-02T00:00:00	http://vivo.school.edu/individual/n3497143428	ymd
1970-06-03T00:00:00	http://vivo.school.edu/individual/n9227260375	ymd
1970-06-04T00:00:00	http://vivo.school.edu/individual/n1282572059	ymd
1970-06-05T00:00:00	http://vivo.school.edu/individual/n592220337	ymd
1970-06-06T00:00:00	http://vivo.school.edu/individual/n3068092968	ymd
1970-06-07T00:00:00	http://vivo.school.edu/individual/n2308496540	ymd
1970-06-08T00:00:00	http://vivo.school.edu/individual/n3723376359	ymd
1970-06-09T00:00:00	http://vivo.school.edu/individual/n8904408376	ymd
1970-06-10T00:00:00	http://vivo.school.edu/individual/n5883750615	ymd
1970-06-11T00:00:00	http://vivo.school.edu/individual/n5835983697	ymd
1970-06-12T00:00:00	http://vivo.school.edu/individual/n814243337	ymd
1970-06-13T00:00:00	http://vivo.school.edu/individual/n8549886018	ymd
1970-06-14T00:00:00	http://vivo.school.edu/individual/n9460576441	ymd
1970-06-15T00:00:00	http://vivo.school.edu/individual/n8518694581	ymd
1970-06-16T00:00:00	http://vivo.school.edu/individual/n539666003	ymd
1970-06-17T00:00:00	http://vivo.school.edu/individual/n6709758346	ymd
1970-06-18T00:00:00	http://vivo.school.edu/individual/n8505018559	ymd
1970-06-19T00:00:00	http://vivo.school.edu/individual/n2154087604	ymd
1970-06-20T00:00:00	http://vivo.school.edu/individual/n7390506512	ymd
1970-06-21T00:00:00	http://vivo.school.edu/individual/n1972889417	ymd
1970-06-22T00:00:00	http://vivo.school.edu/individual/n295374337	ymd
1970-06-23T00:00:00	http://vivo.school.edu/individual/n1989165445	ymd
1970-06-24T00:00:00	http://vivo.school.edu/individual/n6606090562	ymd
1970-06-25T00:00:00	http://vivo.school.edu/individual/n2442062850	ymd
1970-06-26T00:00:00	http://vivo.school.edu/individual/n2873366189	ymd
1970-06-27T00:00:00	http://vivo.school.edu/individual/n7372977835	ymd
1970-06-28T00:00:00	http://vivo.school.edu/individual/n368574137	ymd
1970-06-29T00:00:00	http://vivo.school.edu/individual/n7270762034	ymd
1970-06-30T00:00:00	http://vivo.school.edu/individual/n2513790427	ymd
1970-07-01T00:00:00	http://vivo.school.edu/individual/n2228978695	ymd
1970-07-01T00:00:00	http://vivo.school.edu/individual/n8092494758	ym
1970-07-02T00:00:00	http://vivo.school.edu/individual/n8775167286	ymd
1970-07-03T00:00:00	http://vivo.school.edu/individual/n1332697087	ymd
1970-07-04T00:00:00	http://vivo.school.edu/individual/n9066641344	ymd
1970-07-05T00:00:00	http://vivo.school.edu/individual/n4494001721	ymd
1970-07-06T00:00:00	http://vivo.school.edu/individual/n2818815223	ymd
1970-07-07T00:00:00	http://vivo.school.edu/individual/n6026679871	ymd
1970-07-08T00:00:00	http://vivo.school.edu/individual/n1385041229	ymd
1970-07-09T00:00:00	http://vivo.school.edu/individual/n3620125337	ymd
1970-07-10T00:00:00	http://vivo.school.edu/individual/n9096766972	ymd
1970-07-11T00:00:00	http://vivo.school.edu/individual/n4679646738	ymd
1970-07-12T00:00:00	http://vivo.school.edu/individual/n3863186388	ymd
1970-07-13T00:00:00	http://vivo.school.edu/individual/n589736259	ymd
1970-07-14T00:00:00	http://vivo.school.edu/individual/n6911209648	ymd
1970-07-15T00:00:00	http://vivo.school.edu/individual/n7282816772	ymd
1970-07-16T00:00:00	http://vivo.school.edu/individual/n3313247840	ymd
1970-07-17T00:00:00	http://vivo.school.edu/individual/n5947022003	ymd
1970-07-18T00:00:00	http://vivo.school.edu/individual/n6848360679	ymd
1970-07-19T00:00:00	http://vivo.school.edu/individual/n2229730943	ymd
1970-07-20T00:00:00	http://vivo.school.edu/individual/n1000479251	ymd
1970-07-21T00:00:00	http://vivo.school.edu/individual/n2696044080	ymd
1970-07-22T00:00:00	http://vivo.school.edu/individual/n8795841599	ymd
1970-07-23T00:00:00	http://vivo.school.edu/individual/n4445939846	ymd
1970-07-24T00:00:00	http://vivo.school.edu/individual/n7636628984	ymd
1970-07-25T00:00:00	http://vivo.school.edu/individual/n1891263550	ymd
1970-07-26T00:00:00	http://vivo.school.edu/individual/n1241438991	ymd
1970-07-27T00:00:00	http://vivo.school.edu/individual/n1372770061	ymd
1970-07-28T00:00:00	http://vivo.school.edu/individual/n2340812120	ymd
1970-07-29T00:00:00	http://vivo.school.edu/individual/n557552983	ymd
1970-07-30T00:00:00	http://vivo.school.edu/individual/n6495308657	ymd
1970-07-31T00:00:00	http://vivo.school.edu/individual/n961689452	ymd
1970-08-01T00:00:00	http://vivo.school.edu/individual/n4305857588	ymd
1970-08-01T00:00:00	http://vivo.school.edu/individual/n4441911307	ym
1970-08-02T00:00:00	http://vivo.school.edu/individual/n132970147	ymd
1970-08-03T00:00:00	http://vivo.school.edu/individual/n8885968199	ymd
1970-08-04T00:00:00	http://vivo.school.edu/individual/n5797913971	ymd
1970-08-05T00:00:00	http://vivo.school.edu/individual/n9737352079	ymd
1970-08-06T00:00:00	http://vivo.school.edu/individual/n7372955079	ymd
1970-08-07T00:00:00	http://vivo.school.edu/individual/n9969328169	ymd
1970-08-08T00:00:00	http://vivo.school.edu/individual/n6264502445	ymd
1970-08-09T00:00:00	http://vivo.school.edu/individual/n5688219095	ymd
1970-08-10T00:00:00	http://vivo.school.edu/individual/n8998874895	ymd
1970-08-11T00:00:00	http://vivo.school.edu/individual/n5815983571	ymd
1970-08-12T00:00:00	http://vivo.school.edu/individual/n7868055548	ymd
1970-08-13T00:00:00	http://vivo.school.edu/individual/n395714042	ymd
1970-08-14T00:00:00	http://vivo.school.edu/individual/n5567040118	ymd
1970-08-15T00:00:00	http://vivo.school.edu/individual/n8388872825	ymd
1970-08-16T00:00:00	http://vivo.school.edu/individual/n9973993981	ymd
1970-08-17T00:00:00	http://vivo.school.edu/individual/n5537864452	ymd
1970-08-18T00:00:00	http://vivo.school.edu/individual/n381063193	ymd
1970-08-19T00:00:00	http://vivo.school.edu/individual/n4321042012	ymd
1970-08-20T00:00:00	http://vivo.school.edu/individual/n9759946438	ymd
1970-08-21T00:00:00	http://vivo.school.edu/individual/n4615388289	ymd
1970-08-22T00:00:00	http://vivo.school.edu/individual/n397531947	ymd
1970-08-23T00:00:00	http://vivo.school.edu/individual/n5876301045	ymd
1970-08-24T00:00:00	http://vivo.school.edu/individual/n7037446406	ymd
1970-08-25T00:00:00	http://vivo.school.edu/individual/n7580887283	ymd
1970-08-26T00:00:00	http://vivo.school.edu/individual/n4939820830	ymd
1970-08-27T00:00:00	http://vivo.school.edu/individual/n545309288	ymd
1970-08-28T00:00:00	http://vivo.school.edu/individual/n7212823278	ymd
1970-08-29T00:00:00	http://vivo.school.edu/individual/n8189199228	ymd
1970-08-30T00:00:00	http://vivo.school.edu/individual/n6617179219	ymd
1970-08-31T00:00:00	http://vivo.school.edu/individual/n6203939644	ymd
1970-09-01T00:00:00	http://vivo.school.edu/individual/n5166578808	ymd
1970-09-01T00:00:00	http://vivo.school.edu/individual/n6909534001	ym
1970-09-02T00:00:00	http://vivo.school.edu/individual/n9329191092	ymd
1970-09-03T00:00:00	http://vivo.school.edu/individual/n941741207	ymd
1970-09-04T00:00:00	http://vivo.school.edu/individual/n6917233204	ymd
1970-09-05T00:00:00	http://vivo.school.edu/individual/n5661303588	ymd
1970-09-06T00:00:00	http://vivo.school.edu/individual/n9606995243	ymd
1970-09-07T00:00:00	http://vivo.school.edu/individual/n3548651745	ymd
1970-09-08T00:00:00	http://vivo.school.edu/individual/n1085786690	ymd
1970-09-09T00:00:00	http://vivo.school.edu/individual/n857254595	ymd
1970-09-10T00:00:00	http://vivo.school.edu/individual/n9779736615	ymd
1970-09-11T00:00:00	http://vivo.school.edu/individual/n6668016273	ymd
1970-09-12T00:00:00	http://vivo.school.edu/individual/n7909932165	ymd
1970-09-13T00:00:00	http://vivo.school.edu/individual/n5901844673	ymd
1970-09-14T00:00:00	http://vivo.school.edu/individual/n7726326791	ymd
1970-09-15T00:00:00	http://vivo.school.edu/individual/n5513570406	ymd
1970-09-16T00:00:00	http://vivo.school.edu/individual/n170164579	ymd
1970-09-17T00:00:00	http://vivo.school.edu/individual/n1638570075	ymd
1970-09-18T00:00:00	http://vivo.school.edu/individual/n8719267048	ymd
1970-09-19T00:00:00	http://vivo.school.edu/individual/n85948989	ymd
1970-09-20T00:00:00	http://vivo.school.edu/individual/n3663729579	ymd
1970-09-21T00:00:00	http://vivo.school.edu/individual/n8562691124	ymd
1970-09-22T00:00:00	http://vivo.school.edu/individual/n3053564139	ymd
1970-09-23T00:00:00	http://vivo.school.edu/individual/n2434421601	ymd
1970-09-24T00:00:00	http://vivo.school.edu/individual/n825604784	ymd
1970-09-25T00:00:00	http://vivo.school.edu/individual/n2857095526	ymd
1970-09-26T00:00:00	http://vivo.school.edu/individual/n5775903891	ymd
1970-09-27T00:00:00	http://vivo.school.edu/individual/n2801937355	ymd
1970-09-28T00:00:00	http://vivo.school.edu/individual/n6750077598	ymd
1970-09-29T00:00:00	http://vivo.school.edu/individual/n457584934	ymd
1970-09-30T00:00:00	http://vivo.school.edu/individual/n8788451640	ymd
1970-10-01T00:00:00	http://vivo.school.edu/individual/n1173932550	ymd
1970-10-01T00:00:00	http://vivo.school.edu/individual/n2952260260	ym
1970-10-02T00:00:00	http://vivo.school.edu/individual/n5413092663	ymd
1970-10-03T00:00:00	http://vivo.school.edu/individual/n3131993908	ymd
1970-10-04T00:00:00	http://vivo.school.edu/individual/n9907007803	ymd
1970-10-05T00:00:00	http://vivo.school.edu/individual/n2108603577	ymd
1970-10-06T00:00:00	http://vivo.school.edu/individual/n9051045819	ymd
1970-10-07T00:00:00	http://vivo.school.edu/individual/n7397271069	ymd
1970-10-08T00:00:00	http://vivo.school.edu/individual/n652664817	ymd
1970-10-09T00:00:00	http://vivo.school.edu/individual/n3422406990	ymd
1970-10-10T00:00:00	http://vivo.school.edu/individual/n2705189773	ymd
1970-10-11T00:00:00	http://vivo.school.edu/individual/n6528660618	ymd
1970-10-12T00:00:00	http://vivo.school.edu/individual/n3349788840	ymd
1970-10-13T00:00:00	http://vivo.school.edu/individual/n8651147226	ymd
1970-10-14T00:00:00	http://vivo.school.edu/individual/n8021057675	ymd
1970-10-15T00:00:00	http://vivo.school.edu/individual/n6862341889	ymd
1970-10-16T00:00:00	http://vivo.school.edu/individual/n495373188	ymd
1970-10-17T00:00:00	http://vivo.school.edu/individual/n7256021714	ymd
1970-10-18T00:00:00	http://vivo.school.edu/individual/n6843336817	ymd
1970-10-19T00:00:00	http://vivo.school.edu/individual/n8598562078	ymd
1970-10-20T00:00:00	http://vivo.school.edu/individual/n9753932864	ymd
1970-10-21T00:00:00	http://vivo.school.edu/individual/n9810753294	ymd
1970-10-22T00:00:00	http://vivo.school.edu/individual/n4859256665	ymd
1970-10-23T00:00:00	http://vivo.school.edu/individual/n8715571100	ymd
1970-10-24T00:00:00	http://vivo.school.edu/individual/n9745561565	ymd
1970-10-25T00:00:00	http://vivo.school.edu/individual/n1806512592	ymd
1970-10-26T00:00:00	http://vivo.school.edu/individual/n804455361	ymd
1970-10-27T00:00:00	http://vivo.school.edu/individual/n501034423	ymd
1970-10-28T00:00:00	http://vivo.school.edu/individual/n894713551	ymd
1970-10-29T00:00:00	http://vivo.school.edu/individual/n6386733876	ymd
1970-10-30T00:00:00	http://vivo.school.edu/individual/n2634794383	ymd
1970-10-31T00:00:00	http://vivo.school.edu/individual/n9255406736	ymd
1970-11-01T00:00:00	http://vivo.school.edu/individual/n1782972767	ym
1970-11-01T00:00:00	http://vivo.school.edu/individual/n2624120624	ymd
1970-11-02T00:00:00	http://vivo.school.edu/individual/n7798022013	ymd
1970-11-03T00:00:00	http://vivo.school.edu/individual/n9466537610	ymd
1970-11-04T00:00:00	http://vivo.school.edu/individual/n5759485974	ymd
1970-11-05T00:00:00	http://vivo.school.edu/individual/n3383077789	ymd
1970-11-06T00:00:00	http://vivo.school.edu/individual/n4462694399	ymd
1970-11-07T00:00:00	http://vivo.school.edu/individual/n372600168	ymd
1970-11-08T00:00:00	http://vivo.school.edu/individual/n44733923	ymd
1970-11-09T00:00:00	http://vivo.school.edu/individual/n1934181676	ymd
1970-11-10T00:00:00	http://vivo.school.edu/individual/n9317245986	ymd
1970-11-11T00:00:00	http://vivo.school.edu/individual/n6155218611	ymd
1970-11-12T00:00:00	http://vivo.school.edu/individual/n9666444007	ymd
1970-11-13T00:00:00	http://vivo.school.edu/individual/n2159964131	ymd
1970-11-14T00:00:00	http://vivo.school.edu/individual/n8441794397	ymd
1970-11-15T00:00:00	http://vivo.school.edu/individual/n5269735159	ymd
1970-11-16T00:00:00	http://vivo.school.edu/individual/n1604370648	ymd
1970-11-17T00:00:00	http://vivo.school.edu/individual/n6009784676	ymd
1970-11-18T00:00:00	http://vivo.school.edu/individual/n9039958972	ymd
1970-11-19T00:00:00	http://vivo.school.edu/individual/n8462417215	ymd
1970-11-20T00:00:00	http://vivo.school.edu/individual/n5803538086	ymd
1970-11-21T00:00:00	http://vivo.school.edu/individual/n3591062794	ymd
1970-11-22T00:00:00	http://vivo.school.edu/individual/n7264567883	ymd
1970-11-23T00:00:00	http://vivo.school.edu/individual/n3172088653	ymd
1970-11-24T00:00:00	http://vivo.school.edu/individual/n1576860504	ymd
1970-11-25T00:00:00	http://vivo.school.edu/individual/n8187667710	ymd
1970-11-26T00:00:00	http://vivo.school.edu/individual/n3158063278	ymd
1970-11-27T00:00:00	http://vivo.school.edu/individual/n136439089	ymd
1970-11-28T00:00:00	http://vivo.school.edu/individual/n3994751044	ymd
1970-11-29T00:00:00	http://vivo.school.edu/individual/n8589819620	ymd
1970-11-30T00:00:00	http://vivo.school.edu/individual/n9851941592	ymd
1970-12-01T00:00:00	http://vivo.school.edu/individual/n3356392804	ym
1970-12-01T00:00:00	http://vivo.school.edu/individual/n7089440896	ymd
1970-12-02T00:00:00	http://vivo.school.edu/individual/n362586234	ymd
1970-12-03T00:00:00	http://vivo.school.edu/individual/n2139595194	ymd
1970-12-04T00:00:00	http://vivo.school.edu/individual/n3761006594	ymd
1970-12-05T00:00:00	http://vivo.school.edu/individual/n4413942251	ymd
1970-12-06T00:00:00	http://vivo.school.edu/individual/n759636186	ymd
1970-12-07T00:00:00	http://vivo.school.edu/individual/n1573165462	ymd
1970-12-08T00:00:00	http://vivo.school.edu/individual/n1995179726	ymd
1970-12-09T00:00:00	http://vivo.school.edu/individual/n2601593378	ymd
1970-12-10T00:00:00	http://vivo.school.edu/individual/n9026488496	ymd
1970-12-11T00:00:00	http://vivo.school.edu/individual/n242625713	ymd
1970-12-12T00:00:00	http://vivo.school.edu/individual/n7486830606	ymd
1970-12-13T00:00:00	http://vivo.school.edu/individual/n6481478445	ymd
1970-12-14T00:00:00	http://vivo.school.edu/individual/n8113858413	ymd
1970-12-15T00:00:00	http://vivo.school.edu/individual/n9835715906	ymd
1970-12-16T00:00:00	http://vivo.school.edu/individual/n6116053771	ymd
1970-12-17T00:00:00	http://vivo.school.edu/individual/n8886242440	ymd
1970-12-18T00:00:00	http://vivo.school.edu/individual/n4263177282	ymd
1970-12-19T00:00:00	http://vivo.school.edu/individual/n2533987942	ymd
1970-12-20T00:00:00	http://vivo.school.edu/individual/n9583601002	ymd
1970-12-21T00:00:00	http://vivo.school.edu/individual/n5731262915	ymd
1970-12-22T00:00:00	http://vivo.school.edu/individual/n7963139959	ymd
1970-12-23T00:00:00	http://vivo.school.edu/individual/n6186040039	ymd
1970-12-24T00:00:00	http://vivo.school.edu/individual/n4966109692	ymd
1970-12-25T00:00:00	http://vivo.school.edu/individual/n1179392187	ymd
1970-12-26T00:00:00	http://vivo.school.edu/individual/n2404010677	ymd
1970-12-27T00:00:00	http://vivo.school.edu/individual/n2623395802	ymd
1970-12-28T00:00:00	http://vivo.school.edu/individual/n6405249100	ymd
1970-12-29T00:00:00	http://vivo.school.edu/individual/n5223134584	ymd
1970-12-30T00:00:00	http://vivo.school.edu/individual/n6116250884	ymd
1970-12-31T00:00:00	http://vivo.school.edu/individual/n8331604434	ymd
1971-01-01T00:00:00	http://vivo.school.edu/individual/n2666192028	ym
