uri	name	state	lat	long
http://vivo.school.edu/individual/7743680729	Sioux Falls	South Dakota	43.5383	-96.732
http://vivo.school.edu/individual/7800254727	Costa Mesa	California	33.6659	-117.9123
http://vivo.school.edu/individual/780681030	San Buenaventura	California	34.2681	-119.255
http://vivo.school.edu/individual/7810323785	Atlanta	Georgia	33.7629	-84.4227
http://vivo.school.edu/individual/7813068462	Wilmington	North Carolina	34.2092	-77.8858
http://vivo.school.edu/individual/7826434039	Columbia	South Carolina	34.0298	-80.8966
http://vivo.school.edu/individual/7840764573	Kenosha	Wisconsin	42.5822	-87.8456
http://vivo.school.edu/individual/7861665760	Lowell	Massachusetts	42.6389	-71.3221
http://vivo.school.edu/individual/7869611376	Santa Maria	California	34.9332	-120.4438
http://vivo.school.edu/individual/7892981412	Anaheim	California	33.8555	-117.7601
http://vivo.school.edu/individual/7918171471	Jacksonville	Florida	30.337	-81.6613
http://vivo.school.edu/individual/7923775295	Irvine	California	33.6784	-117.7713
http://vivo.school.edu/individual/7993722006	Paterson	New Jersey	40.9147	-74.1628
http://vivo.school.edu/individual/80207877	Pomona	California	34.0586	-117.7613
http://vivo.school.edu/individual/8021020699	Santa Clarita	California	34.4049	-118.5047
http://vivo.school.edu/individual/8027621986	Dallas	Texas	32.7757	-96.7967
http://vivo.school.edu/individual/8077191645	Aurora	Colorado	32.7007	-97.1247
http://vivo.school.edu/individual/8106803247	Fort Lauderdale	Florida	26.1413	-80.1439
http://vivo.school.edu/individual/8107100152	Los Angeles	California	34.0194	-118.4108
http://vivo.school.edu/individual/8147349378	Evansville	Indiana	37.9877	-87.5347
http://vivo.school.edu/individual/8206319535	Cedar Rapids	Iowa	41.967	-91.6778
http://vivo.school.edu/individual/8215360901	Aurora	Illinois	41.7635	-88.2901
http://vivo.school.edu/individual/8231812540	Honolulu	Hawaii	21.3259	-157.8453
http://vivo.school.edu/individual/8236137100	Pasadena	Texas	29.6583	-95.1505
http://vivo.school.edu/individual/8260432512	Detroit	Michigan	42.383	-83.1022
http://vivo.school.edu/individual/8297455126	Louisville	Kentucky	38.1781	-85.6667
http://vivo.school.edu/individual/8336877639	Huntington Beach	California	33.6906	-118.0093
http://vivo.school.edu/individual/845825196	St. Louis	Missouri	38.6357	-90.2446
http://vivo.school.edu/individual/8475681653	Houston	Texas	29.7805	-95.3863
http://vivo.school.edu/individual/8478479872	West Covina	California	34.0559	-117.9099
http://vivo.school.edu/individual/8487273941	Midland	Texas	32.0299	-102.1097
http://vivo.school.edu/individual/8506497381	Orange	California	33.8048	-117.8249
http://vivo.school.edu/individual/8518709076	Denver	Colorado	39.7618	-104.8806
http://vivo.school.edu/individual/8535820454	Saint Paul	Minnesota	44.9489	-93.1039
http://vivo.school.edu/individual/854813789	Syracuse	New York	43.041	-76.1436
http://vivo.school.edu/individual/8590086864	Fairfield	California	38.2568	-122.0397
http://vivo.school.edu/individual/8608284894	St. Petersburg	Florida	27.762	-82.6441
http://vivo.school.edu/individual/865226043	Sacramento	California	38.5666	-121.4686
http://vivo.school.edu/individual/8653838639	Anchorage	Alaska	61.1775	-149.2744
http://vivo.school.edu/individual/8676656591	Surprise	Arizona	33.6706	-112.4527
http://vivo.school.edu/individual/8748079363	Philadelphia	Pennsylvania	40.0094	-75.1333
http://vivo.school.edu/individual/8749196183	Chula Vista	California	32.6277	-117.0152
http://vivo.school.edu/individual/8772730651	Billings	Montana	45.7895	-108.5499
http://vivo.school.edu/individual/8793560056	Green Bay	Wisconsin	44.5207	-87.9842
http://vivo.school.edu/individual/882723854	Elizabeth	New Jersey	40.6663	-74.1935
http://vivo.school.edu/individual/8852076090	Lafayette	Louisiana	30.2116	-92.0314
http://vivo.school.edu/individual/8885090846	Tampa	Florida	27.9701	-82.4797
http://vivo.school.edu/individual/8890278093	Bakersfield	California	35.3212	-119.0183
http://vivo.school.edu/individual/8919594816	Modesto	California	37.6609	-120.9891
http://vivo.school.edu/individual/8921153514	Fort Wayne	Indiana	41.0882	-85.1439
http://vivo.school.edu/individual/8924972642	San Juan	Puerto Rico	18.466	-66.106
http://vivo.school.edu/individual/9043442580	Lexington	Kentucky	38.0402	-84.4584
http://vivo.school.edu/individual/9047599152	El Monte	California	34.0746	-118.0291
http://vivo.school.edu/individual/9072154236	Fontana	California	34.1088	-117.4627
http://vivo.school.edu/individual/9102467840	Jersey City	New Jersey	40.7114	-74.0648
http://vivo.school.edu/individual/9130080321	Torrance	California	33.835	-118.3414
http://vivo.school.edu/individual/9179097327	Kansas City	Kansas	39.1225	-94.7418
http://vivo.school.edu/individual/9208743817	Arvada	Colorado	39.8097	-105.1066
http://vivo.school.edu/individual/922222435	Orlando	Florida	28.4159	-81.2988
http://vivo.school.edu/individual/9242879801	Raleigh	North Carolina	35.8302	-78.6414
http://vivo.school.edu/individual/929146692	McKinney	Texas	33.2012	-96.668
http://vivo.school.edu/individual/9302937772	Concord	California	37.9722	-122.0016
http://vivo.school.edu/individual/9356737409	Topeka	Kansas	39.0362	-95.6948
http://vivo.school.edu/individual/9370174496	Chesapeake	Virginia	36.6794	-76.3018
http://vivo.school.edu/individual/9371224991	Palm Bay	Florida	27.9856	-80.6626
http://vivo.school.edu/individual/9405660604	Lubbock	Texas	33.5665	-101.8867
http://vivo.school.edu/individual/9444564416	Las Vegas	Nevada	36.2277	-115.264
http://vivo.school.edu/individual/9503015221	Hampton	Virginia	37.048	-76.2971
http://vivo.school.edu/individual/9513169610	Garland	Texas	32.9098	-96.6304
http://vivo.school.edu/individual/9556860686	Norwalk	California	33.9069	-118.0834
http://vivo.school.edu/individual/9600480740	San Antonio	Texas	29.4724	-98.5251
http://vivo.school.edu/individual/9602725850	Visalia	California	36.3272	-119.3234
http://vivo.school.edu/individual/9606509895	Provo	Utah	40.2453	-111.6448
http://vivo.school.edu/individual/9775100379	Rockford	Illinois	42.2634	-89.0628
http://vivo.school.edu/individual/9778001401	Fresno	California	36.7827	-119.7945
http://vivo.school.edu/individual/9839673415	Erie	Pennsylvania	42.1166	-80.0735
http://vivo.school.edu/individual/9858409333	Reno	Nevada	39.4745	-119.7765
http://vivo.school.edu/individual/9928239922	Peoria	Illinois	40.7523	-89.6171
http://vivo.school.edu/individual/9956638905	Abilene	Texas	32.4545	-99.7381
http://vivo.school.edu/individual/999003926	Palmdale	California	34.5913	-118.109
http://vivo.school.edu/individual/n7756	Archer	Florida		
