short	vivo
Mongolia	http://aims.fao.org/aos/geopolitical.owl#Mongolia
Montenegro	http://aims.fao.org/aos/geopolitical.owl#Montenegro
Morocco	http://aims.fao.org/aos/geopolitical.owl#Morocco
Mozambique	http://aims.fao.org/aos/geopolitical.owl#Mozambique
Myanmar	http://aims.fao.org/aos/geopolitical.owl#Myanmar
Namibia	http://aims.fao.org/aos/geopolitical.owl#Namibia
Nauru	http://aims.fao.org/aos/geopolitical.owl#Nauru
Nepal	http://aims.fao.org/aos/geopolitical.owl#Nepal
Netherlands	http://aims.fao.org/aos/geopolitical.owl#Netherlands_the
New Zealand	http://aims.fao.org/aos/geopolitical.owl#New_Zealand
Nicaragua	http://aims.fao.org/aos/geopolitical.owl#Nicaragua
Niger	http://aims.fao.org/aos/geopolitical.owl#Niger_the
Nigeria	http://aims.fao.org/aos/geopolitical.owl#Nigeria
Niue	http://aims.fao.org/aos/geopolitical.owl#Niue
North Korea	http://aims.fao.org/aos/geopolitical.owl#Democratic_People_s_Republic_of_Korea_the
Norway	http://aims.fao.org/aos/geopolitical.owl#Norway
Oman	http://aims.fao.org/aos/geopolitical.owl#Oman
Pakistan	http://aims.fao.org/aos/geopolitical.owl#Pakistan
Palau	http://aims.fao.org/aos/geopolitical.owl#Palau
Panama	http://aims.fao.org/aos/geopolitical.owl#Panama
Papua New Guinea	http://aims.fao.org/aos/geopolitical.owl#Papua_New_Guinea
Paraguay	http://aims.fao.org/aos/geopolitical.owl#Paraguay
Peru	http://aims.fao.org/aos/geopolitical.owl#Peru
Philippines	http://aims.fao.org/aos/geopolitical.owl#Philippines__the
Poland	http://aims.fao.org/aos/geopolitical.owl#Poland
Portugal	http://aims.fao.org/aos/geopolitical.owl#Portugal
Qatar	http://aims.fao.org/aos/geopolitical.owl#Qatar
Republic of Moldova	http://aims.fao.org/aos/geopolitical.owl#Republic_of_Moldova
Romania	http://aims.fao.org/aos/geopolitical.owl#Romania
Russian Federation	http://aims.fao.org/aos/geopolitical.owl#Russian_Federation__the
Rwanda	http://aims.fao.org/aos/geopolitical.owl#Rwanda
Saint Kitts and Nevis	http://aims.fao.org/aos/geopolitical.owl#Saint_Kitts_and_Nevis
Saint Lucia	http://aims.fao.org/aos/geopolitical.owl#Saint_Lucia
Saint Vincent and the Grenadines	http://aims.fao.org/aos/geopolitical.owl#Saint_Vincent_and_the_Grenadines
Samoa	http://aims.fao.org/aos/geopolitical.owl#Samoa
San Marino	http://aims.fao.org/aos/geopolitical.owl#San_Marino
Sao Tome and Principe	http://aims.fao.org/aos/geopolitical.owl#Sao_Tome_and_Principe
Saudi Arabia	http://aims.fao.org/aos/geopolitical.owl#Saudi_Arabia
Senegal	http://aims.fao.org/aos/geopolitical.owl#Senegal
Serbia	http://aims.fao.org/aos/geopolitical.owl#Serbia
Serbia and Montenegro	http://aims.fao.org/aos/geopolitical.owl#Serbia_and_Montenegro
Seychelles	http://aims.fao.org/aos/geopolitical.owl#Seychelles
Sierra Leone	http://aims.fao.org/aos/geopolitical.owl#Sierra_Leone
Singapore	http://aims.fao.org/aos/geopolitical.owl#Singapore
Slovakia	http://aims.fao.org/aos/geopolitical.owl#Slovakia
Slovenia	http://aims.fao.org/aos/geopolitical.owl#Slovenia
Solomon Islands	http://aims.fao.org/aos/geopolitical.owl#Solomon_Islands
Somalia	http://aims.fao.org/aos/geopolitical.owl#Somalia
South Africa	http://aims.fao.org/aos/geopolitical.owl#South_Africa
South Korea	http://aims.fao.org/aos/geopolitical.owl#Republic_of_Korea__the
South Sudan 	http://aims.fao.org/aos/geopolitical.owl#South_Sudan
Spain	http://aims.fao.org/aos/geopolitical.owl#Spain
Sri Lanka	http://aims.fao.org/aos/geopolitical.owl#Sri_Lanka
Sudan	http://aims.fao.org/aos/geopolitical.owl#Sudan_the
Sudan	http://aims.fao.org/aos/geopolitical.owl#Sudan_the_1956
Suriname	http://aims.fao.org/aos/geopolitical.owl#Suriname
Swaziland	http://aims.fao.org/aos/geopolitical.owl#Swaziland
Sweden	http://aims.fao.org/aos/geopolitical.owl#Sweden
Switzerland	http://aims.fao.org/aos/geopolitical.owl#Switzerland
Syrian Arab Republic	http://aims.fao.org/aos/geopolitical.owl#Syrian_Arab_Republic_the
Tajikistan	http://aims.fao.org/aos/geopolitical.owl#Tajikistan
Thailand	http://aims.fao.org/aos/geopolitical.owl#Thailand
Timor-Leste	http://aims.fao.org/aos/geopolitical.owl#Timor-Leste
Togo	http://aims.fao.org/aos/geopolitical.owl#Togo
Tokelau	http://aims.fao.org/aos/geopolitical.owl#Tokelau
Tonga	http://aims.fao.org/aos/geopolitical.owl#Tonga
Trinidad and Tobago	http://aims.fao.org/aos/geopolitical.owl#Trinidad_and_Tobago
Tunisia	http://aims.fao.org/aos/geopolitical.owl#Tunisia
Turkey	http://aims.fao.org/aos/geopolitical.owl#Turkey
Turkmenistan	http://aims.fao.org/aos/geopolitical.owl#Turkmenistan
Tuvalu	http://aims.fao.org/aos/geopolitical.owl#Tuvalu
Uganda	http://aims.fao.org/aos/geopolitical.owl#Uganda
Ukraine	http://aims.fao.org/aos/geopolitical.owl#Ukraine
Union of Soviet Socialist Republic	http://aims.fao.org/aos/geopolitical.owl#Union_of_Soviet_Socialist_Republic_the
United Arab Emirates	http://aims.fao.org/aos/geopolitical.owl#United_Arab_Emirates__the
United Kingdom	http://aims.fao.org/aos/geopolitical.owl#United_Kingdom_of_Great_Britain_and_Northern_Ireland__the
United Republic of Tanzania	http://aims.fao.org/aos/geopolitical.owl#United_Republic_of_Tanzania__the
United States of America	http://aims.fao.org/aos/geopolitical.owl#United_States_of_America
Uruguay	http://aims.fao.org/aos/geopolitical.owl#Uruguay
Uzbekistan	http://aims.fao.org/aos/geopolitical.owl#Uzbekistan
Vanuatu	http://aims.fao.org/aos/geopolitical.owl#Vanuatu
Venezuela (Bolivarian Republic of)	http://aims.fao.org/aos/geopolitical.owl#Venezuela
Viet Nam	http://aims.fao.org/aos/geopolitical.owl#Viet_Nam
Yemen	http://aims.fao.org/aos/geopolitical.owl#Yemen
Yemen, Democratic	http://aims.fao.org/aos/geopolitical.owl#Democratic_Yemen
Yemen_1990	http://aims.fao.org/aos/geopolitical.owl#Yemen_1990
Yugoslav, former Yugoslav Republic of Macedonia	http://aims.fao.org/aos/geopolitical.owl#The_former_Yugoslav_Republic_of_Macedonia
Yugoslavia	http://aims.fao.org/aos/geopolitical.owl#Yugoslavia
Yugoslavia, Socialist Federal Republic of	http://aims.fao.org/aos/geopolitical.owl#Socialist_Federal_Republic_of_Yugoslavia_the
Zaire	http://aims.fao.org/aos/geopolitical.owl#Zaire
Zambia	http://aims.fao.org/aos/geopolitical.owl#Zambia
Zimbabwe	http://aims.fao.org/aos/geopolitical.owl#Zimbabwe
